tm,MVm,PVm
3.870000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.880000000000000000e+02,1.000000000000000000e+00,3.045499999999998764e-01
3.890000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.900000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.910000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.920000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.930000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.940000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.950000000000000000e+02,1.000000000000000000e+00,3.069499999999999451e-01
3.960000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
3.970000000000000000e+02,1.000000000000000000e+00,3.085749999999999327e-01
3.980000000000000000e+02,1.000000000000000000e+00,3.085749999999999327e-01
3.990000000000000000e+02,1.000000000000000000e+00,3.133999999999998454e-01
4.000000000000000000e+02,1.000000000000000000e+00,3.077750000000000208e-01
4.010000000000000000e+02,1.000000000000000000e+00,3.077750000000000208e-01
4.020000000000000000e+02,1.000000000000000000e+00,3.069499999999999451e-01
4.030000000000000000e+02,1.000000000000000000e+00,3.093750000000000111e-01
4.040000000000000000e+02,1.000000000000000000e+00,3.085749999999999327e-01
4.050000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.060000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.070000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.080000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.090000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.100000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.110000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.120000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.130000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.140000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.150000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.160000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.170000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.180000000000000000e+02,1.000000000000000000e+00,3.166249999999999898e-01
4.190000000000000000e+02,1.000000000000000000e+00,3.166249999999999898e-01
4.200000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.210000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.220000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.230000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.240000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.250000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.260000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.270000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.280000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.290000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.300000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.310000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.320000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.330000000000000000e+02,1.000000000000000000e+00,3.150249999999999995e-01
4.340000000000000000e+02,1.000000000000000000e+00,3.158249999999999114e-01
4.350000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.360000000000000000e+02,1.000000000000000000e+00,3.150249999999999995e-01
4.370000000000000000e+02,1.000000000000000000e+00,3.158249999999999114e-01
4.380000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.390000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.400000000000000000e+02,1.000000000000000000e+00,3.166249999999999898e-01
4.410000000000000000e+02,1.000000000000000000e+00,3.158249999999999114e-01
4.420000000000000000e+02,1.000000000000000000e+00,3.166249999999999898e-01
4.430000000000000000e+02,1.000000000000000000e+00,3.158249999999999114e-01
4.440000000000000000e+02,1.000000000000000000e+00,3.190500000000000003e-01
4.450000000000000000e+02,1.000000000000000000e+00,3.206499999999999906e-01
4.460000000000000000e+02,1.000000000000000000e+00,3.182249999999999801e-01
4.470000000000000000e+02,1.000000000000000000e+00,3.166249999999999898e-01
4.480000000000000000e+02,1.000000000000000000e+00,3.150249999999999995e-01
4.490000000000000000e+02,1.000000000000000000e+00,3.158249999999999114e-01
4.500000000000000000e+02,1.000000000000000000e+00,3.174249999999999017e-01
4.510000000000000000e+02,1.000000000000000000e+00,3.166249999999999898e-01
4.520000000000000000e+02,1.000000000000000000e+00,3.158249999999999114e-01
4.530000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
4.540000000000000000e+02,1.000000000000000000e+00,3.190500000000000003e-01
4.550000000000000000e+02,1.000000000000000000e+00,3.190500000000000003e-01
4.560000000000000000e+02,1.000000000000000000e+00,3.214499999999999025e-01
4.570000000000000000e+02,1.000000000000000000e+00,3.174249999999999017e-01
4.580000000000000000e+02,1.000000000000000000e+00,3.182249999999999801e-01
4.590000000000000000e+02,1.000000000000000000e+00,3.214499999999999025e-01
4.600000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.610000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.620000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.630000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.640000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.650000000000000000e+02,1.000000000000000000e+00,3.230749999999998900e-01
4.660000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.670000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.680000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.690000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.700000000000000000e+02,1.000000000000000000e+00,3.238749999999999685e-01
4.710000000000000000e+02,1.000000000000000000e+00,3.230749999999998900e-01
4.720000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.730000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.740000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.750000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.760000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.770000000000000000e+02,1.000000000000000000e+00,3.222749999999999782e-01
4.780000000000000000e+02,1.000000000000000000e+00,3.230749999999998900e-01
4.790000000000000000e+02,1.000000000000000000e+00,3.238749999999999685e-01
4.800000000000000000e+02,1.000000000000000000e+00,3.270999999999998908e-01
4.810000000000000000e+02,1.000000000000000000e+00,3.295249999999999568e-01
4.820000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.830000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.840000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.850000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.860000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.870000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.880000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.890000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.900000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.910000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.920000000000000000e+02,1.000000000000000000e+00,3.303250000000000353e-01
4.930000000000000000e+02,1.000000000000000000e+00,3.327499999999998792e-01
4.940000000000000000e+02,1.000000000000000000e+00,3.335499999999999576e-01
4.950000000000000000e+02,1.000000000000000000e+00,3.335499999999999576e-01
4.960000000000000000e+02,1.000000000000000000e+00,3.327499999999998792e-01
4.970000000000000000e+02,1.000000000000000000e+00,3.343499999999998695e-01
4.980000000000000000e+02,1.000000000000000000e+00,3.351499999999999480e-01
4.990000000000000000e+02,1.000000000000000000e+00,3.351499999999999480e-01
5.000000000000000000e+02,1.000000000000000000e+00,3.351499999999999480e-01
5.010000000000000000e+02,1.000000000000000000e+00,3.367749999999999355e-01
5.020000000000000000e+02,1.000000000000000000e+00,3.359499999999998598e-01
5.030000000000000000e+02,1.000000000000000000e+00,3.367749999999999355e-01
5.040000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.050000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.060000000000000000e+02,1.000000000000000000e+00,3.359499999999998598e-01
5.070000000000000000e+02,1.000000000000000000e+00,3.367749999999999355e-01
5.080000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.090000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.100000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.110000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.120000000000000000e+02,1.000000000000000000e+00,3.391750000000000043e-01
5.130000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.140000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.150000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.160000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.170000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.180000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.190000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.200000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.210000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.220000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.230000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.240000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.250000000000000000e+02,1.000000000000000000e+00,3.367749999999999355e-01
5.260000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.270000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.280000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.290000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.300000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.310000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.320000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.330000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.340000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.350000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.360000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.370000000000000000e+02,1.000000000000000000e+00,3.375750000000000139e-01
5.380000000000000000e+02,1.000000000000000000e+00,3.351499999999999480e-01
5.390000000000000000e+02,1.000000000000000000e+00,3.335499999999999576e-01
5.400000000000000000e+02,1.000000000000000000e+00,3.359499999999998598e-01
5.410000000000000000e+02,1.000000000000000000e+00,3.343499999999998695e-01
5.420000000000000000e+02,1.000000000000000000e+00,3.335499999999999576e-01
5.430000000000000000e+02,1.000000000000000000e+00,3.351499999999999480e-01
5.440000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.450000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.460000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.470000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.480000000000000000e+02,1.000000000000000000e+00,3.391750000000000043e-01
5.490000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.500000000000000000e+02,1.000000000000000000e+00,3.415999999999998482e-01
5.510000000000000000e+02,1.000000000000000000e+00,3.391750000000000043e-01
5.520000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.530000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.540000000000000000e+02,1.000000000000000000e+00,3.399999999999998579e-01
5.550000000000000000e+02,1.000000000000000000e+00,3.391750000000000043e-01
5.560000000000000000e+02,1.000000000000000000e+00,3.415999999999998482e-01
5.570000000000000000e+02,1.000000000000000000e+00,3.407999999999999363e-01
5.580000000000000000e+02,1.000000000000000000e+00,3.423999999999999266e-01
5.590000000000000000e+02,1.000000000000000000e+00,3.423999999999999266e-01
5.600000000000000000e+02,1.000000000000000000e+00,3.423999999999999266e-01
5.610000000000000000e+02,1.000000000000000000e+00,3.423999999999999266e-01
5.620000000000000000e+02,1.000000000000000000e+00,3.399999999999998579e-01
5.630000000000000000e+02,1.000000000000000000e+00,3.391750000000000043e-01
5.640000000000000000e+02,1.000000000000000000e+00,3.399999999999998579e-01
5.650000000000000000e+02,1.000000000000000000e+00,3.399999999999998579e-01
5.660000000000000000e+02,1.000000000000000000e+00,3.415999999999998482e-01
5.670000000000000000e+02,1.000000000000000000e+00,3.407999999999999363e-01
5.680000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.690000000000000000e+02,1.000000000000000000e+00,3.399999999999998579e-01
5.700000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.710000000000000000e+02,1.000000000000000000e+00,3.407999999999999363e-01
5.720000000000000000e+02,1.000000000000000000e+00,3.407999999999999363e-01
5.730000000000000000e+02,1.000000000000000000e+00,3.431999999999998385e-01
5.740000000000000000e+02,1.000000000000000000e+00,3.448249999999999926e-01
5.750000000000000000e+02,1.000000000000000000e+00,3.431999999999998385e-01
5.760000000000000000e+02,1.000000000000000000e+00,3.440249999999999142e-01
5.770000000000000000e+02,1.000000000000000000e+00,3.431999999999998385e-01
5.780000000000000000e+02,1.000000000000000000e+00,3.407999999999999363e-01
5.790000000000000000e+02,1.000000000000000000e+00,3.407999999999999363e-01
5.800000000000000000e+02,1.000000000000000000e+00,3.399999999999998579e-01
5.810000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
5.820000000000000000e+02,1.000000000000000000e+00,3.440249999999999142e-01
5.830000000000000000e+02,1.000000000000000000e+00,3.448249999999999926e-01
5.840000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.850000000000000000e+02,1.000000000000000000e+00,3.456249999999999045e-01
5.860000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.870000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.880000000000000000e+02,1.000000000000000000e+00,3.456249999999999045e-01
5.890000000000000000e+02,1.000000000000000000e+00,3.448249999999999926e-01
5.900000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.910000000000000000e+02,1.000000000000000000e+00,3.440249999999999142e-01
5.920000000000000000e+02,1.000000000000000000e+00,3.440249999999999142e-01
5.930000000000000000e+02,1.000000000000000000e+00,3.448249999999999926e-01
5.940000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.950000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.960000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.970000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.980000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
5.990000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.000000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.010000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.020000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.030000000000000000e+02,1.000000000000000000e+00,3.520749999999999713e-01
6.040000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.050000000000000000e+02,1.000000000000000000e+00,3.512749999999998929e-01
6.060000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.070000000000000000e+02,1.000000000000000000e+00,3.528749999999998832e-01
6.080000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.090000000000000000e+02,1.000000000000000000e+00,3.512749999999998929e-01
6.100000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.110000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.120000000000000000e+02,1.000000000000000000e+00,3.512749999999998929e-01
6.130000000000000000e+02,1.000000000000000000e+00,3.512749999999998929e-01
6.140000000000000000e+02,1.000000000000000000e+00,3.504749999999999810e-01
6.150000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.160000000000000000e+02,1.000000000000000000e+00,3.504749999999999810e-01
6.170000000000000000e+02,1.000000000000000000e+00,3.504749999999999810e-01
6.180000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.190000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.200000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.210000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.220000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.230000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.240000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.250000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.260000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.270000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.280000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.290000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.300000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.310000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.320000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.330000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.340000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.350000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.360000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.370000000000000000e+02,1.000000000000000000e+00,3.504749999999999810e-01
6.380000000000000000e+02,1.000000000000000000e+00,3.504749999999999810e-01
6.390000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.400000000000000000e+02,1.000000000000000000e+00,3.504749999999999810e-01
6.410000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.420000000000000000e+02,1.000000000000000000e+00,3.520749999999999713e-01
6.430000000000000000e+02,1.000000000000000000e+00,3.520749999999999713e-01
6.440000000000000000e+02,1.000000000000000000e+00,3.528749999999998832e-01
6.450000000000000000e+02,1.000000000000000000e+00,3.520749999999999713e-01
6.460000000000000000e+02,1.000000000000000000e+00,3.520749999999999713e-01
6.470000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.480000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.490000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.500000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.510000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.520000000000000000e+02,1.000000000000000000e+00,3.504749999999999810e-01
6.530000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.540000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.550000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.560000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.570000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.580000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.590000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.600000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.610000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.620000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.630000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.640000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.650000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.660000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.670000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.680000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.690000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.700000000000000000e+02,1.000000000000000000e+00,3.488499999999999934e-01
6.710000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.720000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.730000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.740000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.750000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.760000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.770000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.780000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.790000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.800000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.810000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.820000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.830000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.840000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.850000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.860000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.870000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.880000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.890000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
6.900000000000000000e+02,1.000000000000000000e+00,3.480499999999999150e-01
6.910000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
6.920000000000000000e+02,1.000000000000000000e+00,3.496499999999999053e-01
6.930000000000000000e+02,1.000000000000000000e+00,3.512749999999998929e-01
6.940000000000000000e+02,1.000000000000000000e+00,3.520749999999999713e-01
6.950000000000000000e+02,1.000000000000000000e+00,3.512749999999998929e-01
6.960000000000000000e+02,1.000000000000000000e+00,3.528749999999998832e-01
6.970000000000000000e+02,1.000000000000000000e+00,3.536749999999999616e-01
6.980000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
6.990000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.000000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.010000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.020000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.030000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.040000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.050000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.060000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.070000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.080000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.090000000000000000e+02,1.000000000000000000e+00,3.552999999999998937e-01
7.100000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.110000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.120000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.130000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.140000000000000000e+02,1.000000000000000000e+00,3.585250000000000381e-01
7.150000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.160000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.170000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.180000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.190000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.200000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.210000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.220000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.230000000000000000e+02,1.000000000000000000e+00,3.552999999999998937e-01
7.240000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.250000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.260000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.270000000000000000e+02,1.000000000000000000e+00,3.552999999999998937e-01
7.280000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.290000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.300000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.310000000000000000e+02,1.000000000000000000e+00,3.552999999999998937e-01
7.320000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.330000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.340000000000000000e+02,1.000000000000000000e+00,3.593249999999999500e-01
7.350000000000000000e+02,1.000000000000000000e+00,3.593249999999999500e-01
7.360000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.370000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.380000000000000000e+02,1.000000000000000000e+00,3.617499999999999605e-01
7.390000000000000000e+02,1.000000000000000000e+00,3.601249999999998619e-01
7.400000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.410000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.420000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.430000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.440000000000000000e+02,1.000000000000000000e+00,3.593249999999999500e-01
7.450000000000000000e+02,1.000000000000000000e+00,3.617499999999999605e-01
7.460000000000000000e+02,1.000000000000000000e+00,3.601249999999998619e-01
7.470000000000000000e+02,1.000000000000000000e+00,3.593249999999999500e-01
7.480000000000000000e+02,1.000000000000000000e+00,3.593249999999999500e-01
7.490000000000000000e+02,1.000000000000000000e+00,3.593249999999999500e-01
7.500000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.510000000000000000e+02,1.000000000000000000e+00,3.593249999999999500e-01
7.520000000000000000e+02,1.000000000000000000e+00,3.617499999999999605e-01
7.530000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.540000000000000000e+02,1.000000000000000000e+00,3.601249999999998619e-01
7.550000000000000000e+02,1.000000000000000000e+00,3.585250000000000381e-01
7.560000000000000000e+02,1.000000000000000000e+00,3.609249999999999403e-01
7.570000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.580000000000000000e+02,1.000000000000000000e+00,3.585250000000000381e-01
7.590000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.600000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.610000000000000000e+02,1.000000000000000000e+00,3.552999999999998937e-01
7.620000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.630000000000000000e+02,1.000000000000000000e+00,3.552999999999998937e-01
7.640000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.650000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
7.660000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.670000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
7.680000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.690000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.700000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.710000000000000000e+02,1.000000000000000000e+00,3.577249999999999597e-01
7.720000000000000000e+02,1.000000000000000000e+00,3.560999999999999721e-01
7.730000000000000000e+02,1.000000000000000000e+00,3.552999999999998937e-01
7.740000000000000000e+02,1.000000000000000000e+00,3.552999999999998937e-01
