tm,MVm,PVm
5.200000000000000000e+01,1.000000000000000000e+00,2.497500000000005965e-02
5.300000000000000000e+01,1.000000000000000000e+00,2.820000000000000284e-02
5.400000000000000000e+01,1.000000000000000000e+00,2.820000000000000284e-02
5.500000000000000000e+01,1.000000000000000000e+00,3.062500000000003414e-02
5.600000000000000000e+01,1.000000000000000000e+00,3.062500000000003414e-02
5.700000000000000000e+01,1.000000000000000000e+00,3.062500000000003414e-02
5.800000000000000000e+01,1.000000000000000000e+00,3.062500000000003414e-02
5.900000000000000000e+01,1.000000000000000000e+00,3.305000000000006544e-02
6.000000000000000000e+01,1.000000000000000000e+00,3.787500000000001282e-02
6.100000000000000000e+01,1.000000000000000000e+00,3.787500000000001282e-02
6.200000000000000000e+01,1.000000000000000000e+00,3.787500000000001282e-02
6.300000000000000000e+01,1.000000000000000000e+00,3.867500000000010513e-02
6.400000000000000000e+01,1.000000000000000000e+00,4.110000000000013642e-02
6.500000000000000000e+01,1.000000000000000000e+00,3.950000000000013223e-02
6.600000000000000000e+01,1.000000000000000000e+00,4.352499999999999425e-02
6.700000000000000000e+01,1.000000000000000000e+00,4.592500000000008381e-02
6.800000000000000000e+01,1.000000000000000000e+00,4.592500000000008381e-02
6.900000000000000000e+01,1.000000000000000000e+00,4.675000000000011091e-02
7.000000000000000000e+01,1.000000000000000000e+00,4.915000000000002700e-02
7.100000000000000000e+01,1.000000000000000000e+00,4.915000000000002700e-02
7.200000000000000000e+01,1.000000000000000000e+00,5.480000000000000149e-02
7.300000000000000000e+01,1.000000000000000000e+00,5.317500000000006249e-02
7.400000000000000000e+01,1.000000000000000000e+00,5.480000000000000149e-02
7.500000000000000000e+01,1.000000000000000000e+00,5.480000000000000149e-02
7.600000000000000000e+01,1.000000000000000000e+00,5.640000000000000568e-02
7.700000000000000000e+01,1.000000000000000000e+00,5.802500000000012509e-02
7.800000000000000000e+01,1.000000000000000000e+00,6.205000000000016058e-02
7.900000000000000000e+01,1.000000000000000000e+00,6.285000000000007248e-02
8.000000000000000000e+01,1.000000000000000000e+00,6.285000000000007248e-02
8.100000000000000000e+01,1.000000000000000000e+00,6.527500000000011071e-02
8.200000000000000000e+01,1.000000000000000000e+00,6.770000000000013507e-02
8.300000000000000000e+01,1.000000000000000000e+00,6.607500000000002260e-02
8.400000000000000000e+01,1.000000000000000000e+00,7.090000000000014346e-02
8.500000000000000000e+01,1.000000000000000000e+00,7.090000000000014346e-02
8.600000000000000000e+01,1.000000000000000000e+00,7.332500000000000129e-02
8.700000000000000000e+01,1.000000000000000000e+00,7.735000000000002984e-02
8.800000000000000000e+01,1.000000000000000000e+00,7.735000000000002984e-02
8.900000000000000000e+01,1.000000000000000000e+00,7.735000000000002984e-02
9.000000000000000000e+01,1.000000000000000000e+00,7.897500000000015619e-02
9.100000000000000000e+01,1.000000000000000000e+00,7.977500000000006808e-02
9.200000000000000000e+01,1.000000000000000000e+00,8.137500000000005840e-02
9.300000000000000000e+01,1.000000000000000000e+00,7.897500000000015619e-02
9.400000000000000000e+01,1.000000000000000000e+00,8.540000000000010083e-02
9.500000000000000000e+01,1.000000000000000000e+00,8.622500000000013487e-02
9.600000000000000000e+01,1.000000000000000000e+00,8.702500000000004676e-02
9.700000000000000000e+01,1.000000000000000000e+00,8.782500000000012519e-02
9.800000000000000000e+01,1.000000000000000000e+00,8.945000000000007112e-02
9.900000000000000000e+01,1.000000000000000000e+00,9.105000000000007532e-02
1.000000000000000000e+02,1.000000000000000000e+00,9.267500000000002125e-02
1.010000000000000000e+02,1.000000000000000000e+00,9.427500000000002545e-02
1.020000000000000000e+02,1.000000000000000000e+00,9.507500000000010387e-02
1.030000000000000000e+02,1.000000000000000000e+00,9.670000000000004980e-02
1.040000000000000000e+02,1.000000000000000000e+00,9.507500000000010387e-02
1.050000000000000000e+02,1.000000000000000000e+00,9.587500000000001577e-02
1.060000000000000000e+02,1.000000000000000000e+00,9.910000000000014631e-02
1.070000000000000000e+02,1.000000000000000000e+00,1.007250000000000922e-01
1.080000000000000000e+02,1.000000000000000000e+00,1.007250000000000922e-01
1.090000000000000000e+02,1.000000000000000000e+00,1.031249999999999944e-01
1.100000000000000000e+02,1.000000000000000000e+00,1.031249999999999944e-01
1.110000000000000000e+02,1.000000000000000000e+00,1.031249999999999944e-01
1.120000000000000000e+02,1.000000000000000000e+00,1.071750000000001590e-01
1.130000000000000000e+02,1.000000000000000000e+00,1.079750000000000709e-01
1.140000000000000000e+02,1.000000000000000000e+00,1.087750000000001493e-01
1.150000000000000000e+02,1.000000000000000000e+00,1.112000000000000072e-01
1.160000000000000000e+02,1.000000000000000000e+00,1.112000000000000072e-01
1.170000000000000000e+02,1.000000000000000000e+00,1.112000000000000072e-01
1.180000000000000000e+02,1.000000000000000000e+00,1.112000000000000072e-01
1.190000000000000000e+02,1.000000000000000000e+00,1.120000000000000995e-01
1.200000000000000000e+02,1.000000000000000000e+00,1.160250000000001280e-01
1.210000000000000000e+02,1.000000000000000000e+00,1.184500000000001663e-01
1.220000000000000000e+02,1.000000000000000000e+00,1.192500000000000782e-01
1.230000000000000000e+02,1.000000000000000000e+00,1.192500000000000782e-01
1.240000000000000000e+02,1.000000000000000000e+00,1.200499999999999901e-01
1.250000000000000000e+02,1.000000000000000000e+00,1.216750000000001164e-01
1.260000000000000000e+02,1.000000000000000000e+00,1.249000000000000526e-01
1.270000000000000000e+02,1.000000000000000000e+00,1.273000000000001353e-01
1.280000000000000000e+02,1.000000000000000000e+00,1.265000000000000568e-01
1.290000000000000000e+02,1.000000000000000000e+00,1.273000000000001353e-01
1.300000000000000000e+02,1.000000000000000000e+00,1.289250000000000951e-01
1.310000000000000000e+02,1.000000000000000000e+00,1.337500000000000355e-01
1.320000000000000000e+02,1.000000000000000000e+00,1.329500000000001236e-01
1.330000000000000000e+02,1.000000000000000000e+00,1.345500000000001140e-01
1.340000000000000000e+02,1.000000000000000000e+00,1.345500000000001140e-01
1.350000000000000000e+02,1.000000000000000000e+00,1.353750000000001619e-01
1.360000000000000000e+02,1.000000000000000000e+00,1.361750000000000738e-01
1.370000000000000000e+02,1.000000000000000000e+00,1.369750000000001522e-01
1.380000000000000000e+02,1.000000000000000000e+00,1.402000000000001023e-01
1.390000000000000000e+02,1.000000000000000000e+00,1.410000000000000142e-01
1.400000000000000000e+02,1.000000000000000000e+00,1.434250000000000524e-01
1.410000000000000000e+02,1.000000000000000000e+00,1.434250000000000524e-01
1.420000000000000000e+02,1.000000000000000000e+00,1.450250000000000428e-01
1.430000000000000000e+02,1.000000000000000000e+00,1.458250000000001489e-01
1.440000000000000000e+02,1.000000000000000000e+00,1.490500000000000713e-01
1.450000000000000000e+02,1.000000000000000000e+00,1.514750000000001096e-01
1.460000000000000000e+02,1.000000000000000000e+00,1.514750000000001096e-01
1.470000000000000000e+02,1.000000000000000000e+00,1.514750000000001096e-01
1.480000000000000000e+02,1.000000000000000000e+00,1.514750000000001096e-01
1.490000000000000000e+02,1.000000000000000000e+00,1.547000000000000597e-01
1.500000000000000000e+02,1.000000000000000000e+00,1.547000000000000597e-01
1.510000000000000000e+02,1.000000000000000000e+00,1.563000000000000500e-01
1.520000000000000000e+02,1.000000000000000000e+00,1.547000000000000597e-01
1.530000000000000000e+02,1.000000000000000000e+00,1.595250000000000001e-01
1.540000000000000000e+02,1.000000000000000000e+00,1.595250000000000001e-01
1.550000000000000000e+02,1.000000000000000000e+00,1.595250000000000001e-01
1.560000000000000000e+02,1.000000000000000000e+00,1.595250000000000001e-01
1.570000000000000000e+02,1.000000000000000000e+00,1.611500000000001265e-01
1.580000000000000000e+02,1.000000000000000000e+00,1.627500000000001168e-01
1.590000000000000000e+02,1.000000000000000000e+00,1.676000000000000267e-01
1.600000000000000000e+02,1.000000000000000000e+00,1.676000000000000267e-01
1.610000000000000000e+02,1.000000000000000000e+00,1.676000000000000267e-01
1.620000000000000000e+02,1.000000000000000000e+00,1.676000000000000267e-01
1.630000000000000000e+02,1.000000000000000000e+00,1.700000000000000955e-01
1.640000000000000000e+02,1.000000000000000000e+00,1.684000000000001052e-01
1.650000000000000000e+02,1.000000000000000000e+00,1.676000000000000267e-01
1.660000000000000000e+02,1.000000000000000000e+00,1.684000000000001052e-01
1.670000000000000000e+02,1.000000000000000000e+00,1.676000000000000267e-01
1.680000000000000000e+02,1.000000000000000000e+00,1.676000000000000267e-01
1.690000000000000000e+02,1.000000000000000000e+00,1.684000000000001052e-01
1.700000000000000000e+02,1.000000000000000000e+00,1.684000000000001052e-01
1.710000000000000000e+02,1.000000000000000000e+00,1.684000000000001052e-01
1.720000000000000000e+02,1.000000000000000000e+00,1.716250000000000553e-01
1.730000000000000000e+02,1.000000000000000000e+00,1.756500000000000838e-01
1.740000000000000000e+02,1.000000000000000000e+00,1.756500000000000838e-01
1.750000000000000000e+02,1.000000000000000000e+00,1.756500000000000838e-01
1.760000000000000000e+02,1.000000000000000000e+00,1.796750000000001124e-01
1.770000000000000000e+02,1.000000000000000000e+00,1.821000000000001506e-01
1.780000000000000000e+02,1.000000000000000000e+00,1.837000000000001410e-01
1.790000000000000000e+02,1.000000000000000000e+00,1.829000000000000625e-01
1.800000000000000000e+02,1.000000000000000000e+00,1.837000000000001410e-01
1.810000000000000000e+02,1.000000000000000000e+00,1.845000000000000528e-01
1.820000000000000000e+02,1.000000000000000000e+00,1.837000000000001410e-01
1.830000000000000000e+02,1.000000000000000000e+00,1.853250000000001008e-01
1.840000000000000000e+02,1.000000000000000000e+00,1.861250000000000127e-01
1.850000000000000000e+02,1.000000000000000000e+00,1.885250000000001092e-01
1.860000000000000000e+02,1.000000000000000000e+00,1.901500000000000412e-01
1.870000000000000000e+02,1.000000000000000000e+00,1.877250000000000030e-01
1.880000000000000000e+02,1.000000000000000000e+00,1.853250000000001008e-01
1.890000000000000000e+02,1.000000000000000000e+00,1.877250000000000030e-01
1.900000000000000000e+02,1.000000000000000000e+00,1.885250000000001092e-01
1.910000000000000000e+02,1.000000000000000000e+00,1.893500000000001293e-01
1.920000000000000000e+02,1.000000000000000000e+00,1.885250000000001092e-01
1.930000000000000000e+02,1.000000000000000000e+00,1.901500000000000412e-01
1.940000000000000000e+02,1.000000000000000000e+00,1.917500000000000315e-01
1.950000000000000000e+02,1.000000000000000000e+00,1.917500000000000315e-01
1.960000000000000000e+02,1.000000000000000000e+00,1.917500000000000315e-01
1.970000000000000000e+02,1.000000000000000000e+00,1.925750000000000794e-01
1.980000000000000000e+02,1.000000000000000000e+00,1.917500000000000315e-01
1.990000000000000000e+02,1.000000000000000000e+00,1.917500000000000315e-01
2.000000000000000000e+02,1.000000000000000000e+00,1.917500000000000315e-01
2.010000000000000000e+02,1.000000000000000000e+00,1.925750000000000794e-01
2.020000000000000000e+02,1.000000000000000000e+00,1.941750000000000698e-01
2.030000000000000000e+02,1.000000000000000000e+00,1.966000000000001080e-01
2.040000000000000000e+02,1.000000000000000000e+00,1.974000000000000199e-01
2.050000000000000000e+02,1.000000000000000000e+00,1.998250000000000581e-01
2.060000000000000000e+02,1.000000000000000000e+00,1.990000000000000102e-01
2.070000000000000000e+02,1.000000000000000000e+00,1.998250000000000581e-01
2.080000000000000000e+02,1.000000000000000000e+00,1.998250000000000581e-01
2.090000000000000000e+02,1.000000000000000000e+00,1.998250000000000581e-01
2.100000000000000000e+02,1.000000000000000000e+00,2.014250000000000485e-01
2.110000000000000000e+02,1.000000000000000000e+00,2.046499999999999986e-01
2.120000000000000000e+02,1.000000000000000000e+00,2.070750000000000368e-01
2.130000000000000000e+02,1.000000000000000000e+00,2.078750000000001152e-01
2.140000000000000000e+02,1.000000000000000000e+00,2.078750000000001152e-01
2.150000000000000000e+02,1.000000000000000000e+00,2.078750000000001152e-01
2.160000000000000000e+02,1.000000000000000000e+00,2.094750000000001333e-01
2.170000000000000000e+02,1.000000000000000000e+00,2.103000000000001535e-01
2.180000000000000000e+02,1.000000000000000000e+00,2.135250000000001036e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.143250000000000155e-01
2.200000000000000000e+02,1.000000000000000000e+00,2.159250000000000058e-01
2.210000000000000000e+02,1.000000000000000000e+00,2.159250000000000058e-01
2.220000000000000000e+02,1.000000000000000000e+00,2.159250000000000058e-01
2.230000000000000000e+02,1.000000000000000000e+00,2.191500000000001225e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.191500000000001225e-01
2.250000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.260000000000000000e+02,1.000000000000000000e+00,2.231749999999999845e-01
2.270000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.280000000000000000e+02,1.000000000000000000e+00,2.223750000000000726e-01
2.290000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.256000000000000227e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.296250000000000513e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.304250000000001575e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.288250000000001394e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.390000000000000000e+02,1.000000000000000000e+00,2.312250000000000694e-01
2.400000000000000000e+02,1.000000000000000000e+00,2.312250000000000694e-01
2.410000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.420000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.430000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.440000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.450000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.470000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.510000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.520000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.530000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.540000000000000000e+02,1.000000000000000000e+00,2.328500000000000014e-01
2.550000000000000000e+02,1.000000000000000000e+00,2.352750000000000397e-01
2.560000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.570000000000000000e+02,1.000000000000000000e+00,2.328500000000000014e-01
2.580000000000000000e+02,1.000000000000000000e+00,2.328500000000000014e-01
2.590000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.600000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.610000000000000000e+02,1.000000000000000000e+00,2.320500000000000895e-01
2.620000000000000000e+02,1.000000000000000000e+00,2.336500000000000798e-01
2.630000000000000000e+02,1.000000000000000000e+00,2.360750000000001181e-01
2.640000000000000000e+02,1.000000000000000000e+00,2.385000000000001563e-01
2.650000000000000000e+02,1.000000000000000000e+00,2.376750000000001362e-01
2.660000000000000000e+02,1.000000000000000000e+00,2.401000000000001466e-01
2.670000000000000000e+02,1.000000000000000000e+00,2.401000000000001466e-01
2.680000000000000000e+02,1.000000000000000000e+00,2.409000000000000585e-01
2.690000000000000000e+02,1.000000000000000000e+00,2.401000000000001466e-01
2.700000000000000000e+02,1.000000000000000000e+00,2.433250000000000968e-01
2.710000000000000000e+02,1.000000000000000000e+00,2.441250000000000087e-01
2.720000000000000000e+02,1.000000000000000000e+00,2.465500000000000469e-01
2.730000000000000000e+02,1.000000000000000000e+00,2.465500000000000469e-01
2.740000000000000000e+02,1.000000000000000000e+00,2.481500000000000372e-01
2.750000000000000000e+02,1.000000000000000000e+00,2.473500000000001253e-01
2.760000000000000000e+02,1.000000000000000000e+00,2.481500000000000372e-01
2.770000000000000000e+02,1.000000000000000000e+00,2.481500000000000372e-01
2.780000000000000000e+02,1.000000000000000000e+00,2.481500000000000372e-01
2.790000000000000000e+02,1.000000000000000000e+00,2.481500000000000372e-01
2.800000000000000000e+02,1.000000000000000000e+00,2.481500000000000372e-01
2.810000000000000000e+02,1.000000000000000000e+00,2.481500000000000372e-01
2.820000000000000000e+02,1.000000000000000000e+00,2.481500000000000372e-01
2.830000000000000000e+02,1.000000000000000000e+00,2.505750000000001032e-01
2.840000000000000000e+02,1.000000000000000000e+00,2.513750000000000151e-01
2.850000000000000000e+02,1.000000000000000000e+00,2.521750000000000935e-01
2.860000000000000000e+02,1.000000000000000000e+00,2.505750000000001032e-01
2.870000000000000000e+02,1.000000000000000000e+00,2.530000000000001137e-01
2.880000000000000000e+02,1.000000000000000000e+00,2.538000000000000256e-01
2.890000000000000000e+02,1.000000000000000000e+00,2.538000000000000256e-01
2.900000000000000000e+02,1.000000000000000000e+00,2.538000000000000256e-01
2.910000000000000000e+02,1.000000000000000000e+00,2.546000000000001040e-01
2.920000000000000000e+02,1.000000000000000000e+00,2.554000000000000159e-01
2.930000000000000000e+02,1.000000000000000000e+00,2.562250000000000361e-01
2.940000000000000000e+02,1.000000000000000000e+00,2.538000000000000256e-01
2.950000000000000000e+02,1.000000000000000000e+00,2.505750000000001032e-01
2.960000000000000000e+02,1.000000000000000000e+00,2.505750000000001032e-01
2.970000000000000000e+02,1.000000000000000000e+00,2.530000000000001137e-01
2.980000000000000000e+02,1.000000000000000000e+00,2.554000000000000159e-01
2.990000000000000000e+02,1.000000000000000000e+00,2.538000000000000256e-01
3.000000000000000000e+02,1.000000000000000000e+00,2.546000000000001040e-01
3.010000000000000000e+02,1.000000000000000000e+00,2.562250000000000361e-01
3.020000000000000000e+02,1.000000000000000000e+00,2.562250000000000361e-01
3.030000000000000000e+02,1.000000000000000000e+00,2.546000000000001040e-01
3.040000000000000000e+02,1.000000000000000000e+00,2.562250000000000361e-01
3.050000000000000000e+02,1.000000000000000000e+00,2.562250000000000361e-01
3.060000000000000000e+02,1.000000000000000000e+00,2.562250000000000361e-01
3.070000000000000000e+02,1.000000000000000000e+00,2.562250000000000361e-01
3.080000000000000000e+02,1.000000000000000000e+00,2.586250000000001603e-01
3.090000000000000000e+02,1.000000000000000000e+00,2.570250000000001700e-01
3.100000000000000000e+02,1.000000000000000000e+00,2.602500000000000924e-01
3.110000000000000000e+02,1.000000000000000000e+00,2.602500000000000924e-01
3.120000000000000000e+02,1.000000000000000000e+00,2.610500000000000043e-01
3.130000000000000000e+02,1.000000000000000000e+00,2.618500000000000827e-01
3.140000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.150000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.160000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.170000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.180000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.190000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.200000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.210000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.220000000000000000e+02,1.000000000000000000e+00,2.658750000000001390e-01
3.230000000000000000e+02,1.000000000000000000e+00,2.650750000000000606e-01
3.240000000000000000e+02,1.000000000000000000e+00,2.658750000000001390e-01
3.250000000000000000e+02,1.000000000000000000e+00,2.642750000000001487e-01
3.260000000000000000e+02,1.000000000000000000e+00,2.683000000000001495e-01
3.270000000000000000e+02,1.000000000000000000e+00,2.691000000000000614e-01
3.280000000000000000e+02,1.000000000000000000e+00,2.699000000000001398e-01
3.290000000000000000e+02,1.000000000000000000e+00,2.658750000000001390e-01
3.300000000000000000e+02,1.000000000000000000e+00,2.691000000000000614e-01
3.310000000000000000e+02,1.000000000000000000e+00,2.715250000000001274e-01
3.320000000000000000e+02,1.000000000000000000e+00,2.699000000000001398e-01
3.330000000000000000e+02,1.000000000000000000e+00,2.715250000000001274e-01
3.340000000000000000e+02,1.000000000000000000e+00,2.707249999999999934e-01
3.350000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.360000000000000000e+02,1.000000000000000000e+00,2.731250000000001177e-01
3.370000000000000000e+02,1.000000000000000000e+00,2.731250000000001177e-01
3.380000000000000000e+02,1.000000000000000000e+00,2.731250000000001177e-01
3.390000000000000000e+02,1.000000000000000000e+00,2.739500000000001378e-01
3.400000000000000000e+02,1.000000000000000000e+00,2.755500000000001282e-01
3.410000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.420000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.430000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.440000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.450000000000000000e+02,1.000000000000000000e+00,2.739500000000001378e-01
3.460000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.470000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.480000000000000000e+02,1.000000000000000000e+00,2.755500000000001282e-01
3.490000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.500000000000000000e+02,1.000000000000000000e+00,2.731250000000001177e-01
3.510000000000000000e+02,1.000000000000000000e+00,2.731250000000001177e-01
3.520000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.530000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.540000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.550000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.560000000000000000e+02,1.000000000000000000e+00,2.755500000000001282e-01
3.570000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.580000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.590000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.600000000000000000e+02,1.000000000000000000e+00,2.755500000000001282e-01
3.610000000000000000e+02,1.000000000000000000e+00,2.731250000000001177e-01
3.620000000000000000e+02,1.000000000000000000e+00,2.739500000000001378e-01
3.630000000000000000e+02,1.000000000000000000e+00,2.723250000000000393e-01
3.640000000000000000e+02,1.000000000000000000e+00,2.739500000000001378e-01
3.650000000000000000e+02,1.000000000000000000e+00,2.763500000000000401e-01
3.660000000000000000e+02,1.000000000000000000e+00,2.763500000000000401e-01
3.670000000000000000e+02,1.000000000000000000e+00,2.779749999999999721e-01
3.680000000000000000e+02,1.000000000000000000e+00,2.803750000000000964e-01
3.690000000000000000e+02,1.000000000000000000e+00,2.803750000000000964e-01
3.700000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
3.710000000000000000e+02,1.000000000000000000e+00,2.803750000000000964e-01
3.720000000000000000e+02,1.000000000000000000e+00,2.836000000000000187e-01
3.730000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
3.740000000000000000e+02,1.000000000000000000e+00,2.844000000000000972e-01
3.750000000000000000e+02,1.000000000000000000e+00,2.836000000000000187e-01
3.760000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
3.770000000000000000e+02,1.000000000000000000e+00,2.836000000000000187e-01
3.780000000000000000e+02,1.000000000000000000e+00,2.844000000000000972e-01
3.790000000000000000e+02,1.000000000000000000e+00,2.836000000000000187e-01
3.800000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
3.810000000000000000e+02,1.000000000000000000e+00,2.803750000000000964e-01
3.820000000000000000e+02,1.000000000000000000e+00,2.771500000000001185e-01
3.830000000000000000e+02,1.000000000000000000e+00,2.763500000000000401e-01
3.840000000000000000e+02,1.000000000000000000e+00,2.739500000000001378e-01
3.850000000000000000e+02,1.000000000000000000e+00,2.731250000000001177e-01
3.860000000000000000e+02,1.000000000000000000e+00,2.779749999999999721e-01
3.870000000000000000e+02,1.000000000000000000e+00,2.795750000000000179e-01
